18.2969677448273,43.8383460044861,1066.8
18.2985502481461,43.8376969099045,1066.8
18.2935184240341,43.8396763801575,1120.14
18.2946771383286,43.8391828536987,1120.14
18.2917106151581,43.8402128219604,1158.24
18.2899886369705,43.8408350944519,1158.24
18.2881861925125,43.8414734601974,1188.72
18.2864159345627,43.842117190361,1188.72
18.2847368717194,43.8429057598114,1188.72
18.2829397916794,43.8435763120651,1188.72
18.2810086011887,43.8441610336304,1203.96
18.2791417837143,43.8448369503021,1203.96
18.2765400409698,43.8458669185638,1211.58
18.2753545045853,43.8463068008423,1211.58
18.2736110687256,43.8469022512436,1219.2
18.2716423273087,43.8476210832596,1219.2
18.2695072889328,43.8483506441116,1219.2
18.2674634456635,43.8490855693817,1219.2
18.2651513814926,43.850045800209,1219.2
18.2630056142807,43.8508343696594,1219.2
18.2593041658401,43.8522130250931,1242.06
18.2564502954483,43.8532590866089,1242.06
18.2543420791626,43.853999376297,1242.06
18.2509034872055,43.855614066124,1272.54
18.2492458820343,43.856155872345,1310.64
18.2459843158722,43.8573896884918,1310.64
18.2438975572586,43.8580334186554,1341.12
18.240914940834,43.8591384887695,1341.12
18.2389086484909,43.8601523637772,1394.46
18.2358455657959,43.8613271713257,1394.46
18.2332009077072,43.8621586561203,1470.66
18.2303792238235,43.8632154464722,1470.66
18.228480219841,43.8638538122177,1524
18.2252669334412,43.8652324676514,1554.48
18.2234269380569,43.8658493757248,1615.44
18.2200795412064,43.8671046495438,1615.44
18.2182395458221,43.8676786422729,1676.4
18.2148116827011,43.868944644928,1676.4
18.2133364677429,43.869663476944,1706.88
18.2098925113678,43.8709723949432,1706.88
18.2075107097626,43.8718628883362,1737.36
18.2047319412231,43.87291431427,1737.36
18.2030582427979,43.8734614849091,1767.84
18.1992602348328,43.8748025894165,1767.84
18.1976240873337,43.8753443956375,1767.84
18.193906545639,43.8767069578171,1767.84
18.1922060251236,43.8774418830872,1798.32
18.1883865594864,43.8788634538651,1798.32
18.1864231824875,43.8794857263565,1828.8
18.1824374198914,43.8809502124786,1828.8
18.17966401577,43.8819855451584,1859.28
18.1767404079437,43.8830637931824,1859.28
18.1751203536987,43.8838094472885,1920.24
18.1709414720535,43.8853812217712,1920.24
18.173012137413,43.8904345035553,1950.72
18.1722128391266,43.8940179347992,1950.72
18.1651318073273,43.8909065723419,2011.68
18.1613713502884,43.8933151960373,2011.68
18.1604754924774,43.8947689533234,2087.88
18.1568276882172,43.897408246994,2087.88
18.1558674573898,43.8983631134033,2164.08
18.1523215770721,43.9013940095901,2171.7
18.1515222787857,43.9023703336716,2225.04
18.1478744745255,43.905336856842,2225.04
18.1490117311478,43.9073485136032,2286
18.1468015909195,43.9110499620438,2286
18.1449937820435,43.911457657814,2339.34
18.1421720981598,43.9149928092957,2339.34
18.1417322158813,43.9165967702866,2423.16
18.1394523382187,43.9200085401535,2423.16
18.138245344162,43.9204859733582,2499.36
18.1351447105408,43.923881649971,2529.84
18.134463429451,43.9245361089706,2590.8
